Text,Class,Sign,ASD,char_len,word_len,sent_len,polarity,subjectivity,exclaimation_num,questionmark_num,url_num,hash_num,mention_num,contraction_num
using sign language lessens my toddler is frustration in conveying their needs or feelings promoting a sense of confidence and empowerment,Sign Communication+,+,Non-ASD,139,23,1,0.0,0.0,0,0,0,0,0,1
we are discovering ways to incorporate their repeated words into learning activities it is amazing to see how their engagement increases when we use their preferred words,Word Repetition-,+,Non-ASD,170,29,2,0.6000000000000001,0.9,0,0,0,0,0,2
we are exploring how to incorporate their repeated words into educational activities it is incredible how their engagement and interest soar when we align teaching methods with their preferred words,Word Repetition-,+,Non-ASD,198,32,2,0.575,0.575,0,0,0,0,0,2
we are exploring ways to encourage their interest in arranging toys while gently introducing flexibility it is astonishing how their play and creativity expand when we integrate their preferences,Toy Arranging-,+,Non-ASD,195,31,2,0.35,0.9,0,0,0,0,0,2
we are exploring ways to support and manage tiptoe flapping in different environments it is fascinating how adjusting to their needs positively impacts their engagement,Tiptoe Flapping-,+,Non-ASD,168,27,2,0.3090909090909091,0.6651515151515152,0,0,0,0,0,2
we are finding gentle ways to encourage sharing interests while respecting their comfort it is amazing to see how they open up and engage when approached in the right way,Sharing Interest+,+,Non-ASD,170,32,2,0.27142857142857146,0.6839285714285714,0,0,0,0,0,2
we are finding ways to encourage their interest in arranging toys while gently introducing flexibility it is incredible how their play and creativity expand when we integrate their preferences,Toy Arranging-,+,Non-ASD,192,31,2,0.55,0.8500000000000001,0,0,0,0,0,2
we have discovered that paying attention to their repeated words helps us decode their needs and preferences effectively,Word Repetition-,+,Non-ASD,119,19,1,0.6,0.8,0,0,0,0,0,1
we have found that their repetition helps us understand what they are trying to convey it is become a language of its own enabling smoother interactions,Word Repetition-,+,Non-ASD,151,29,3,0.6,1.0,0,0,0,0,0,3
we have started incorporating their repeated words into learning activities it is fascinating how their engagement and learning improve when we connect with their preferred words,Word Repetition-,+,Non-ASD,177,28,2,0.7,0.8500000000000001,0,0,0,0,0,2
when engaged in a subject of interest my toddler shows remarkable focus often demonstrating incredible attention to detail and in depth understanding,Attention Respanse+,+,Non-ASD,152,24,3,0.49444444444444446,0.6611111111111111,0,0,0,0,0,0
when engaged in something they love their focus is intense and unwavering allowing them to excel in areas of passion,Attention Respanse+,+,Non-ASD,119,23,3,0.35,0.8,0,0,0,0,0,0
when engaged in something they are passionate about their focus and concentration are remarkable allowing for a deep and thorough understanding,Attention Respanse+,+,Non-ASD,145,24,3,0.2333333333333333,0.6666666666666666,0,0,0,0,0,1
when their organized toys are disturbed my toddler can become upset or distressed introducing new toys or changes becomes challenging without causing upset,Toy Arranging-,-,ASD,158,26,3,0.3181818181818182,0.7272727272727273,0,0,0,0,0,0
while not always outwardly shown my toddler might deeply understand and feel emotions expressing empathy in their unique less visible ways,Emotional Empathy+,+,Non-ASD,142,25,4,0.06944444444444445,0.4888888888888889,0,0,0,0,0,0
with proper preparation and a consistent approach my toddler can learn to cope better with changes gradually adapting to new situations,Change Reaction-,+,Non-ASD,138,24,3,0.2215909090909091,0.3261363636363636,0,0,0,0,0,0
