Text,Class,Sign,ASD,char_len,word_len,sent_len,polarity,subjectivity,exclaimation_num,questionmark_num,url_num,hash_num,mention_num,contraction_num,text_nostopwords
their intense focus might lead to neglect other important subject or areas of learn impact their overall education,Focused Attention+,+,Non-ASD,126,20,2,0.11875,0.59375,0,0,0,0,0,0,intense focus lead neglect important subject areas learn impact overall education
their intense focus might lead to overlook other essential learn opportunities or subject affect their overall education,Focused Attention+,+,Non-ASD,132,19,2,0.01875,0.41875,0,0,0,0,0,0,intense focus lead overlook essential learn opportunities subject affect overall education
their intense focus might make it challenge to participate in conversations or group activities lead to social isolation or feel leave out,Focused Attention+,+,Non-ASD,147,24,2,0.1833333333333333,0.5166666666666667,0,0,0,0,0,0,intense focus make challenge participate conversations group activities lead social isolation feel leave
their intense focus might make it difficult for them to engage in social interactions that do not align with their interest impact their ability to build relationships,Focused Attention+,+,Non-ASD,172,29,2,-0.0888888888888888,0.688888888888889,0,0,0,0,0,1,intense focus make difficult engage social interactions align impact ability build relationships
their intense focus might make it difficult for them to engage in social interactions that do not align with their interest potentially impact their ability to form friendships,Focused Attention+,+,Non-ASD,181,30,2,-0.0666666666666666,0.7666666666666667,0,0,0,0,0,1,intense focus make difficult engage social interactions align potentially impact ability form friendships
their intense focus might make social interactions difficult as they may find it challenge to engage in conversations or activities that deviate from their interest,Focused Attention+,+,Non-ASD,168,26,1,0.0583333333333333,0.7666666666666666,0,0,0,0,0,0,intense focus make social interactions difficult challenge engage conversations activities deviate
their intense focus might make social interactions difficult as they might struggle to engage in conversations or activities that do not align with their interest,Focused Attention+,+,Non-ASD,165,27,2,-0.0888888888888888,0.6888888888888888,0,0,0,0,0,0,intense focus make social interactions difficult struggle engage conversations activities align
their intense focus on specific interest can be nurture to develop expertise potentially lead to exceptional skills or career,Attention Respanse+,+,Non-ASD,133,21,2,0.2166666666666666,0.78125,0,0,0,0,0,0,intense focus specific nurture develop expertise potentially lead exceptional skills career
their intense focus on specific interest often reflect deep knowledge and passion it be incredible to witness their dedication,Sharing Interest+,+,Non-ASD,129,21,2,0.275,0.60625,0,0,0,0,0,1,intense focus specific reflect deep knowledge passion incredible witness dedication
their limit demonstration of emotional empathy might affect their ability to connect deeply with others lead to challenge inform friendships and relationships,Emotional Empathy+,-,ASD,170,25,2,-0.0238095238095238,0.3976190476190477,0,0,0,0,0,0,limit demonstration emotional empathy affect ability connect deeply lead challenge inform friendships relationships
their limit display of emotional empathy might affect their ability to form deep connections impact friendships and relationships,Emotional Empathy+,-,ASD,136,20,2,-0.0238095238095238,0.3976190476190477,0,0,0,0,0,0,limit display emotional empathy affect ability form deep connections impact friendships relationships
their limit display of emotional empathy might hinder their ability to connect deeply with others affect their relationships and friendships,Emotional Empathy+,-,ASD,147,22,2,-0.0238095238095238,0.3976190476190477,0,0,0,0,0,0,limit display emotional empathy hinder ability connect deeply affect relationships friendships
their reaction to change might affect their ability to adapt in social situations make it harder for them to participate in group activities or new environments,Change Reaction-,-,ASD,164,28,2,0.0232323232323232,0.1737373737373737,0,0,0,0,0,0,reaction change affect ability adapt social situations make harder participate group activities new environments
their reaction to change might affect their social interactions make it harder for them to comfortably engage in new situations,Change Reaction-,-,ASD,131,22,2,0.1174242424242424,0.3303030303030303,0,0,0,0,0,0,reaction change affect social interactions make harder comfortably engage new situations
their reaction to change might impact their social interactions hinder their ability to comfortably engage in new environments or situations,Change Reaction-,-,ASD,145,22,2,0.1898989898989899,0.4404040404040404,0,0,0,0,0,0,reaction change impact social interactions hinder ability comfortably engage new environments situations
their reaction to change might impact their social interactions make it harder to comfortably engage in new activities or environments,Change Reaction-,-,ASD,138,22,2,0.1174242424242424,0.3303030303030303,0,0,0,0,0,0,reaction change impact social interactions make harder comfortably engage new activities environments
their reaction to change might impact their social interactions make it harder to engage comfortably in new activities or environments,Change Reaction-,-,ASD,138,22,2,0.0232323232323232,0.1737373737373737,0,0,0,0,0,0,reaction change impact social interactions make harder engage comfortably new activities environments
their reaction to change might impact their social interactions make it harder to engage in new activities or environments comfortably,Change Reaction-,-,ASD,138,22,2,0.1174242424242424,0.3303030303030303,0,0,0,0,0,0,reaction change impact social interactions make harder engage new activities environments comfortably
their reluctance to share interest might lead to social isolation peer may find it hard to engage or relate to my toddler,Sharing Interest+,-,ASD,125,24,2,-0.1291666666666666,0.3041666666666666,0,0,0,0,0,0,reluctance share lead social isolation peer hard engage relate toddler
their reluctance to share interest might lead to social isolation peer may find it hard to engage or relate to my toddler,Sharing Interest+,-,ASD,125,24,2,-0.1291666666666666,0.3041666666666666,0,0,0,0,0,0,reluctance share lead social isolation peer hard engage relate toddler
their reluctance to share might indicate a need for comfort and security it be a way for them to feel safe in their own space,Sharing Interest+,+,Non-ASD,126,27,2,0.55,0.75,0,0,0,0,0,1,reluctance share indicate need comfort security way feel safe space
their strong attachment to arrange toy in a specific way might hinder their ability to play cooperatively with other toddler ren peer might not understand or join in their play,Toy Arranging-,-,ASD,181,31,2,0.1027777777777777,0.4111111111111111,0,0,0,0,0,0,strong attachment arrange toy specific way hinder ability play cooperatively toddler ren peer understand join play
their struggle to display emotional empathy might affect their ability to build and maintain deep connections with peer and family members,Emotional Empathy+,-,ASD,140,22,1,0.0,0.525,0,0,0,0,0,0,struggle display emotional empathy affect ability build maintain deep connections peer family members
their struggle to express emotional empathy might hinder their ability to connect deeply with others potentially affect their friendships and relationships,Emotional Empathy+,-,ASD,160,23,2,0.0,0.6833333333333332,0,0,0,0,0,0,struggle express emotional empathy hinder ability connect deeply potentially affect friendships relationships
their struggle to follow point gesture could lead to miss out on important social cue affect their ability to engage effectively in conversations,Follow Pointing+,-,ASD,158,25,2,0.2083333333333333,0.4791666666666667,0,0,0,0,0,0,struggle follow point gesture lead miss important social cue affect ability engage effectively conversations
their struggle to follow point gesture might lead to miss out on social cue impact their ability to participate actively in conversations or activities,Follow Pointing+,-,ASD,164,26,2,-0.1,0.2388888888888889,0,0,0,0,0,0,struggle follow point gesture lead miss social cue impact ability participate actively conversations activities
their struggle to follow point gesture might make it challenge for them to pick up social cue impact their ability to engage in conversations and activities,Follow Pointing+,-,ASD,168,28,2,0.2666666666666666,0.5333333333333333,0,0,0,0,0,0,struggle follow point gesture make challenge pick social cue impact ability engage conversations activities
their tiptoe flap might draw unwanted attention or make it hard for them to blend in with peer other toddler ren might not understand or accept this behavior,Tiptoe Flapping-,-,ASD,163,29,2,-0.2083333333333333,0.4583333333333333,0,0,0,0,0,0,tiptoe flap draw unwanted attention make hard blend peer toddler ren understand accept behavior
their tiptoe flap often happen when they be happy or excite it be a visible way for them to express their emotions,Tiptoe Flapping-,+,Non-ASD,121,24,2,0.5875,0.875,0,0,0,0,0,2,tiptoe flap happen happy excite visible way express emotions
their unique communication style offer a different perspective enable meaningful connections with individuals who understand their way of communication,Follow Pointing+,+,Non-ASD,156,21,2,0.24375,0.525,0,0,0,0,0,0,unique communication style offer different perspective enable meaningful connections individuals understand way communication
their unique way of communication offer a different perspective allow for meaningful connections with individuals who understand their communication style,Follow Pointing+,+,Non-ASD,160,22,2,0.24375,0.525,0,0,0,0,0,0,unique way communication offer different perspective allow meaningful connections individuals understand communication style
their way of communicate might be different but it be still valid and meaningful in express themselves,Eye Contact+,-,ASD,108,19,2,0.25,0.55,0,0,0,0,0,1,way communicate different valid meaningful express
their way of express empathy could be authentic and sincere albeit different from societal expectations,Emotional Empathy+,+,Non-ASD,108,17,2,0.3333333333333333,0.6166666666666667,0,0,0,0,0,0,way express empathy authentic albeit different societal expectations
their way of express empathy might be genuine and heartfelt albeit different from what society expect,Emotional Empathy+,+,Non-ASD,107,18,2,0.1333333333333333,0.7000000000000001,0,0,0,0,0,0,way express empathy genuine heartfelt albeit different society expect
there might be a social stigma attach to use sign language my toddler could face judgment or exclusion from those unfamiliar with or insensitive to alternative form of communication,Sharing Interest+,-,ASD,188,31,2,0.0333333333333333,0.0666666666666666,0,0,0,0,0,0,social stigma attach use sign language toddler face judgment exclusion unfamiliar insensitive alternative form communication
there might be a social stigma attach to use sign language my toddler could face judgment or exclusion from those unfamiliar with or insensitive to alternative form of communication,Sign Communication+,-,ASD,188,31,2,0.0333333333333333,0.0666666666666666,0,0,0,0,0,0,social stigma attach use sign language toddler face judgment exclusion unfamiliar insensitive alternative form communication
there be a concern about potential social stigma attach to use sign language my toddler might face judgment or exclusion from those unfamiliar with or insensitive to alternative form of communication,Sharing Interest+,-,ASD,205,33,2,0.0166666666666666,0.5333333333333333,0,0,0,0,0,1,concern potential social stigma attach use sign language toddler face judgment exclusion unfamiliar insensitive alternative form communication
there be a fear of societal stigma or misunderstand surround repetitive behaviors which could lead to judgment or exclusion,Repetitive Behavior-,-,ASD,130,21,2,-0.25,0.25,0,0,0,0,0,1,fear societal stigma misunderstand surround repetitive behaviors lead judgment exclusion
there be a societal expectation for constant eye contact and my toddler be inability to maintain it might lead to social stigma or judgment,Eye Contact+,+,Non-ASD,139,26,2,0.0166666666666666,0.1999999999999999,0,0,0,0,0,2,societal expectation constant eye contact toddler inability maintain lead social stigma judgment
there be an expectation for overt emotional responses and my toddler be challenge in convey empathy might result in social isolation or feelings of be misunderstand,Emotional Empathy+,-,ASD,170,28,2,0.0166666666666666,0.3583333333333333,0,0,0,0,0,2,expectation overt emotional responses toddler challenge convey empathy result social isolation feelings misunderstand
there be immense pressure for visible emotional responses and my toddler be challenge in display empathy might lead to social exclusion or misconceptions,Emotional Empathy+,-,ASD,156,25,2,0.0111111111111111,0.5722222222222222,0,0,0,0,0,2,immense pressure visible emotional responses toddler challenge display empathy lead social exclusion misconceptions
there be societal pressure for consistent eye contact and my toddler be difficulty in maintain it might lead to social judgment or exclusion,Eye Contact+,+,Non-ASD,143,25,2,0.1416666666666666,0.1583333333333333,0,0,0,0,0,2,societal pressure consistent eye contact toddler difficulty maintain lead social judgment exclusion
there be societal pressure for visible emotional expressions and my toddler be challenge in show empathy might lead to misunderstandings or social isolation,Emotional Empathy+,-,ASD,159,25,2,0.0166666666666666,0.3583333333333333,0,0,0,0,0,2,societal pressure visible emotional expressions toddler challenge empathy lead misunderstandings social isolation
there be societal pressure to express emotions visibly and my toddler be challenge in do so might lead to misunderstandings or social exclusion,Emotional Empathy+,-,ASD,146,25,2,0.0333333333333333,0.0666666666666666,0,0,0,0,0,2,societal pressure express emotions visibly toddler challenge lead misunderstandings social exclusion
these behaviors provide comfort and predictability to my toddler offer a sense of security and familiarity,Repetitive Behavior-,+,Non-ASD,111,18,2,0.0,0.0,0,0,0,0,0,0,behaviors provide comfort predictability toddler offer sense security familiarity
they find it hard to switch attention from one task to another impact their ability to adapt to change situations or instructions,Attention Respanse+,-,ASD,136,24,2,-0.2916666666666667,0.5416666666666666,0,0,0,0,0,0,hard switch attention task impact ability adapt change situations instructions
they find it hard to switch their attention from one task to another lead to frustration and make it tough for them to adapt to change,Attention Respanse+,-,ASD,142,28,2,-0.3402777777777778,0.6875,0,0,0,0,0,0,hard switch attention task lead frustration make tough adapt change
they have trouble shift attention from one task or subject to another lead to frustration and difficulty adapt to new situations,Attention Respanse+,-,ASD,139,23,2,-0.0767676767676767,0.3292929292929292,0,0,0,0,0,0,trouble shift attention task subject lead frustration difficulty adapt new situations
they may express empathy through action attentive listen or find practical ways to assist others,Emotional Empathy+,+,Non-ASD,106,18,3,0.4,0.9,0,0,0,0,0,0,express empathy action attentive listen practical ways assist
they may express empathy through thoughtful action attentive listen or find practical ways to help others,Emotional Empathy+,+,Non-ASD,115,19,3,0.4,0.7,0,0,0,0,0,0,express empathy thoughtful action attentive listen practical ways help
they might be sensitive observers show empathy through listen offer practical help or provide comfort in their own ways,Emotional Empathy+,+,Non-ASD,134,23,4,0.35,0.95,0,0,0,0,0,0,sensitive observers empathy listen offer practical help provide comfort ways
they might use alternative mean to communicate and connect such as listen attentively or use different expressive methods,Eye Contact+,-,ASD,129,20,2,0.3,0.75,0,0,0,0,0,0,use alternative mean communicate connect listen attentively use different expressive methods
they might use alternative ways to connect such as listen attentively or express themselves through different mean,Eye Contact+,-,ASD,123,19,2,0.1333333333333333,0.6666666666666666,0,0,0,0,0,0,use alternative ways connect listen attentively express different mean
they might use different mean to connect such as listen attentively or express themselves through alternative communication methods,Eye Contact+,-,ASD,140,20,2,0.1333333333333333,0.6666666666666666,0,0,0,0,0,0,use different mean connect listen attentively express alternative communication methods
they might use other cue such as listen attentively or express themselves through different mean to connect with people,Eye Contact+,-,ASD,130,22,3,0.06875,0.59375,0,0,0,0,0,0,use cue listen attentively express different mean connect people
they notice detail that others might miss showcasing a keen eye for specifics and demonstrate a unique perspective,Attention Respanse+,+,Non-ASD,119,20,2,0.375,1.0,0,0,0,0,0,0,notice miss showcasing keen eye specifics demonstrate unique perspective
they tend to fixate on specific detail or interest make it hard to engage in broader or more vary activities,Attention Respanse+,-,ASD,116,22,2,0.0694444444444444,0.3888888888888888,0,0,0,0,0,0,tend fixate specific make hard engage broader vary activities
through finger movements they might be explore different sensations or textures aid in sensory process and understand,Finger Movements-,+,Non-ASD,131,20,3,0.0,0.6,0,0,0,0,0,0,finger movements explore different sensations textures aid sensory process understand
through finger movements they might be explore different sensations aid in sensory process and understand,Finger Movements-,+,Non-ASD,119,18,3,0.0,0.6,0,0,0,0,0,0,finger movements explore different sensations aid sensory process understand
through finger movements they might be explore different textures or sensations aid in sensory exploration and process,Finger Movements-,+,Non-ASD,129,20,3,0.0,0.6,0,0,0,0,0,0,finger movements explore different textures sensations aid sensory exploration process
through finger movements they might be explore different textures or sensations aid in sensory process and understand,Finger Movements-,+,Non-ASD,131,20,3,0.0,0.6,0,0,0,0,0,0,finger movements explore different textures sensations aid sensory process understand
through finger movements they might be explore textures or sensations aid in their sensory process and understand,Finger Movements-,+,Non-ASD,127,20,3,0.0,0.0,0,0,0,0,0,0,finger movements explore textures sensations aid sensory process understand
too much information at once can overwhelm them cause shutdowns or avoidance of task that require sustain attention,Attention Respanse+,-,ASD,122,20,2,0.2,0.2,0,0,0,0,0,0,information overwhelm cause shutdowns avoidance task require sustain attention
too much information or sensory input can overwhelm my toddler cause them to shut down or become hyper focus on certain detail hinder their overall understand,Attention Respanse+,-,ASD,171,28,3,0.0646825396825396,0.2650793650793651,0,0,0,0,0,0,information sensory input overwhelm toddler cause shut hyper focus certain hinder overall understand
trouble in follow point might limit their involvement in group activities impact their social inclusion and opportunities for engagement,Follow Pointing+,-,ASD,147,21,2,-0.0555555555555555,0.1222222222222222,0,0,0,0,0,0,trouble follow point limit involvement group activities impact social inclusion opportunities engagement
unanticipated loud noise scan disrupt my toddler be routines lead to increase stress and difficulty in regain their focus or calmness,Noise Sensitivity-,-,ASD,141,23,1,0.1,0.8,0,0,0,0,0,1,unanticipated loud noise scan disrupt toddler routines lead increase stress difficulty regain focus calmness
understand and accept their distinct way of interact and communicate can create an environment that appreciate diverse communication style,Follow Pointing+,+,Non-ASD,152,20,1,0.3,0.3,0,0,0,0,0,0,understand accept distinct way interact communicate create environment appreciate diverse communication style
understand and accept their unique way of interact and communicate can create an environment that value diverse communication style,Follow Pointing+,+,Non-ASD,145,20,1,0.375,1.0,0,0,0,0,0,0,understand accept unique way interact communicate create environment value diverse communication style
understand and accept their unique way of interact and communicate can foster an environment that value diverse communication style,Follow Pointing+,+,Non-ASD,145,20,1,0.375,1.0,0,0,0,0,0,0,understand accept unique way interact communicate foster environment value diverse communication style
understand my toddler be noise sensitivity allow us to provide accommodations such as noise cancel headphones or quiet space help them cope better in noisy environments,Noise Sensitivity-,+,Non-ASD,180,27,1,0.1666666666666666,0.4444444444444444,0,0,0,0,0,1,understand toddler noise sensitivity allow provide accommodations noise cancel headphones quiet space help cope better noisy environments
understand noise sensitivity allow us to create a supportive environment and provide tool like noise cancel headphones or quiet space to help my toddler cope,Noise Sensitivity-,+,Non-ASD,167,25,1,0.25,0.6666666666666666,0,0,0,0,0,0,understand noise sensitivity allow create supportive environment provide tool like noise cancel headphones quiet space help toddler cope
understand their trigger and preferences allow me to create personalize strategies to ease the impact of change on my toddler,Change Reaction-,+,Non-ASD,132,21,1,0.0,0.0,0,0,0,0,0,0,understand trigger preferences allow create personalize strategies ease impact change toddler
understand their trigger and preferences allow me to create personalize strategies to ease the impact of change on my toddler,Change Reaction-,+,Non-ASD,132,21,1,0.0,0.0,0,0,0,0,0,0,understand trigger preferences allow create personalize strategies ease impact change toddler
understand their trigger and preferences allow me to create personalize strategies to ease the impact of change on my toddler,Change Reaction-,+,Non-ASD,132,21,1,0.0,0.0,0,0,0,0,0,0,understand trigger preferences allow create personalize strategies ease impact change toddler
understand trigger allow us to create personalize strategies to ease the impact of change on my toddler,Change Reaction-,+,Non-ASD,110,18,1,0.0,0.0,0,0,0,0,0,0,understand trigger allow create personalize strategies ease impact change toddler
understand trigger help create personalize strategies to ease the impact of change on my toddler,Change Reaction-,+,Non-ASD,103,16,1,0.0,0.0,0,0,0,0,0,0,understand trigger help create personalize strategies ease impact change toddler
use sign language lessen my toddler be frustration in convey their need or feelings promote a sense of confidence and empowerment,Sign Communication+,+,Non-ASD,139,23,1,0.0,0.0,0,0,0,0,0,1,use sign language lessen toddler frustration convey need feelings promote sense confidence empowerment
we be discover ways to incorporate their repeat word into learn activities it be amaze to see how their engagement increase when we use their prefer word,Word Repetition-,+,Non-ASD,170,29,2,0.6000000000000001,0.9,0,0,0,0,0,2,discover ways incorporate repeat word learn activities amaze engagement increase use prefer word
we be explore how to incorporate their repeat word into educational activities it be incredible how their engagement and interest soar when we align teach methods with their prefer word,Word Repetition-,+,Non-ASD,198,32,2,0.575,0.575,0,0,0,0,0,2,explore incorporate repeat word educational activities incredible engagement soar align teach methods prefer word
we be explore ways to encourage their interest in arrange toy while gently introduce flexibility it be astonish how their play and creativity expand when we integrate their preferences,Toy Arranging-,+,Non-ASD,195,31,2,0.35,0.9,0,0,0,0,0,2,explore ways encourage arrange toy gently introduce flexibility astonish play creativity expand integrate preferences
we be explore ways to support and manage tiptoe flap in different environments it be fascinate how adjust to their need positively impact their engagement,Tiptoe Flapping-,+,Non-ASD,168,27,2,0.3090909090909091,0.6651515151515152,0,0,0,0,0,2,explore ways support manage tiptoe flap different environments fascinate adjust need positively impact engagement
we be find gentle ways to encourage share interest while respect their comfort it be amaze to see how they open up and engage when approach in the right way,Sharing Interest+,+,Non-ASD,170,32,2,0.2714285714285714,0.6839285714285714,0,0,0,0,0,2,gentle ways encourage share respect comfort amaze open engage approach right way
we be find ways to encourage their interest in arrange toy while gently introduce flexibility it be incredible how their play and creativity expand when we integrate their preferences,Toy Arranging-,+,Non-ASD,192,31,2,0.55,0.8500000000000001,0,0,0,0,0,2,ways encourage arrange toy gently introduce flexibility incredible play creativity expand integrate preferences
we have discover that pay attention to their repeat word help us decode their need and preferences effectively,Word Repetition-,+,Non-ASD,119,19,1,0.6,0.8,0,0,0,0,0,1,discover pay attention repeat word help decode need preferences effectively
we have find that their repetition help us understand what they be try to convey it be become a language of its own enable smoother interactions,Word Repetition-,+,Non-ASD,151,29,3,0.6,1.0,0,0,0,0,0,3,repetition help understand try convey language enable smoother interactions
we have start incorporate their repeat word into learn activities it be fascinate how their engagement and learn improve when we connect with their prefer word,Word Repetition-,+,Non-ASD,177,28,2,0.7,0.8500000000000001,0,0,0,0,0,2,start incorporate repeat word learn activities fascinate engagement learn improve connect prefer word
when engage in a subject of interest my toddler show remarkable focus often demonstrate incredible attention to detail and in depth understand,Attention Respanse+,+,Non-ASD,152,24,3,0.4944444444444444,0.6611111111111111,0,0,0,0,0,0,engage subject toddler remarkable focus demonstrate incredible attention depth understand
when engage in something they love their focus be intense and unwavering allow them to excel in areas of passion,Attention Respanse+,+,Non-ASD,119,23,3,0.35,0.8,0,0,0,0,0,0,engage love focus intense unwavering allow excel areas passion
when engage in something they be passionate about their focus and concentration be remarkable allow for a deep and thorough understand,Attention Respanse+,+,Non-ASD,145,24,3,0.2333333333333333,0.6666666666666666,0,0,0,0,0,1,engage passionate focus concentration remarkable allow deep thorough understand
when their organize toy be disturb my toddler can become upset or distress introduce new toy or change become challenge without cause upset,Toy Arranging-,-,ASD,158,26,3,0.3181818181818182,0.7272727272727273,0,0,0,0,0,0,organize toy disturb toddler upset distress introduce new toy change challenge cause upset
while not always outwardly show my toddler might deeply understand and feel emotions express empathy in their unique less visible ways,Emotional Empathy+,+,Non-ASD,142,25,4,0.0694444444444444,0.4888888888888889,0,0,0,0,0,0,outwardly toddler deeply understand feel emotions express empathy unique visible ways
with proper preparation and a consistent approach my toddler can learn to cope better with change gradually adapt to new situations,Change Reaction-,+,Non-ASD,138,24,3,0.2215909090909091,0.3261363636363636,0,0,0,0,0,0,proper preparation consistent approach toddler learn cope better change gradually adapt new situations
